split,capture_id,pose_id,frame_id,tag_id,corner_index,observed_u_px,observed_v_px,predicted_u_px,predicted_v_px,residual_u_px,residual_v_px,radial_error_px,depth_m
training,capture_015,pose_015,capture_015_003,5,3,103.67574310302734,298.040771484375,94.20392064563873,300.0963588861217,-9.471822457388612,2.0555874017467204,9.692309334235627,0.23450769553937917
training,capture_016,pose_016,capture_016_005,0,0,604.9644775390625,478.7485656738281,595.370323011241,460.33480893323417,-9.594154527821502,-18.413756740593954,20.763290644921558,0.18581131769171266
training,capture_016,pose_016,capture_016_005,0,1,695.8014526367188,387.43499755859375,689.1377012802615,363.87745360617885,-6.663751356457283,-23.557543952414903,24.481900645387938,0.1731538637220526
training,capture_016,pose_016,capture_016_005,0,2,693.7339477539062,484.3454895019531,691.9623878868637,460.01092910771024,-1.7715598670425834,-24.334560394242885,24.398960099634788,0.14766681388886593
training,capture_016,pose_016,capture_016_005,0,3,587.7537841796875,584.6455078125,583.0656270498092,564.21264152729,-4.688157129878277,-20.432866285210025,20.963798365365495,0.16032426785852605
training,capture_016,pose_016,capture_016_005,2,0,732.0914306640625,386.3834533691406,726.1039877163996,360.7412527112556,-5.987442947662885,-25.64220065788504,26.331956395808458,0.1726271752765992
training,capture_016,pose_016,capture_016_005,2,1,842.515380859375,465.3043518066406,838.7422814234848,441.4788410852884,-3.773099435890231,-23.825510721352202,24.12242194487079,0.18212449857353907
training,capture_016,pose_016,capture_016_005,2,2,865.6093139648438,570.3760375976562,865.7479042476073,544.7335518536486,0.13859028276351637,-25.642485744007672,25.642860261642287,0.1566374487403525
training,capture_016,pose_016,capture_016_005,2,3,737.4920043945312,482.9820861816406,735.3419440650229,456.67559750225087,-2.150060329508392,-26.30648867938976,26.394205918333427,0.1471401254434126
training,capture_016,pose_016,capture_016_005,5,0,715.8798828125,522.9544067382812,716.4765010751298,494.9614915998118,0.5966182626298178,-27.99291513846947,27.99927233520287,0.14500185946615818
training,capture_016,pose_016,capture_016_005,5,1,850.3573608398438,610.6956176757812,849.8469678066383,581.8846685174055,-0.510393033205446,-28.810949158375706,28.815469672640326,0.15449918276309804
training,capture_016,pose_016,capture_016_005,5,2,735.01171875,696.4508056640625,733.4459044894417,672.5986976039551,-1.5658142605583407,-23.852108060107412,23.903448144767918,0.16715663673275816
training,capture_016,pose_016,capture_016_005,5,3,606.60888671875,620.4918212890625,603.7709505724829,598.1185951218762,-2.8379361462671113,-22.373226167186317,22.552497216458313,0.15765931343581827
training,capture_020,pose_020,capture_020_002,3,0,934.4343872070312,664.5213623046875,930.480323008427,658.2916051495689,-3.9540641986042147,-6.229757155118591,7.378651495933038,0.3650526726712089
training,capture_020,pose_020,capture_020_002,3,1,907.3486328125,593.0972290039062,904.3951119096695,585.5191011015967,-2.953520902830519,-7.578127902309575,8.133345451117869,0.3700620758621825
training,capture_020,pose_020,capture_020_002,3,2,938.35791015625,593.8890991210938,937.7252780119695,586.3383041750253,-0.6326321442804783,-7.550794946068436,7.57725067208084,0.34114974645086876
training,capture_020,pose_020,capture_020_002,3,3,968.8666381835938,671.1621704101562,966.5508577542115,665.3823741622911,-2.3157804293822437,-5.7797962478651925,6.226466386639084,0.33614034325989517
training,capture_020,pose_020,capture_020_002,5,0,1024.065185546875,565.7232666015625,1024.419608030653,557.1577734024174,0.3544224837780803,-8.565493199145067,8.572822699765103,0.3436152759618248
training,capture_020,pose_020,capture_020_002,5,1,1053.5352783203125,639.6463012695312,1054.3178701009886,635.194588174659,0.7825917806760572,-4.451713094872275,4.519977806830362,0.3386058727708512
training,capture_020,pose_020,capture_020_002,5,2,987.9987182617188,666.5986938476562,984.9843048400817,662.101419668237,-3.014413421637073,-4.497274179419264,5.4140708640926505,0.3323622289884155
training,capture_020,pose_020,capture_020_002,5,3,958.2301635742188,590.1057739257812,955.5622110946902,582.2208777370804,-2.6679524795285943,-7.88489618870085,8.324034979480322,0.3373716321793891
training,capture_022,pose_022,capture_022_002,3,0,851.3583374023438,579.9676513671875,866.4257629747437,584.7593738153083,15.067425572399998,4.791722448120822,15.811006210853199,0.16154426321654242
training,capture_022,pose_022,capture_022_002,3,1,786.6690063476562,428.87200927734375,803.9105778350988,431.7160732383794,17.24157148744257,2.8440639610356584,17.47456686647925,0.17171165918371153
training,capture_022,pose_022,capture_022_002,3,2,796.3306884765625,376.9477233886719,819.364907787152,381.13172258681885,23.034219310589492,4.183999198146978,23.4111321498647,0.14350989846459813
training,capture_022,pose_022,capture_022_002,3,3,876.6527099609375,554.4769287109375,896.2803670230938,562.6864081198734,19.627657062156345,8.209479408935863,21.27534897282199,0.13334250249742907
training,capture_023,pose_023,capture_023_003,1,0,1107.5958251953125,504.2821350097656,1116.0458840637184,520.7889172386244,8.450058868405904,16.50678222885881,18.54393039327139,0.22494126161292982
training,capture_023,pose_023,capture_023_003,1,1,1006.0260620117188,527.4246826171875,1011.8209016516183,540.645864281505,5.794839639899578,13.221181664317555,14.435366675392704,0.21749490876439218
training,capture_023,pose_023,capture_023_003,1,2,1071.948974609375,468.6307678222656,1078.7879532847637,486.14981374211027,6.8389786753887165,17.519045919844643,18.80661052034754,0.19269997642264147
training,capture_023,pose_023,capture_023_003,1,3,1180.0,447.0,1193.4332671570317,465.86040891901916,13.43326715703165,18.860408919019164,23.155295098633548,0.20014632927117906
training,capture_023,pose_023,capture_023_003,3,0,978.3584594726562,511.6061096191406,985.0139795524831,524.8605932356339,6.655520079826829,13.254483616493303,14.831631180449017,0.21878017336868952
training,capture_023,pose_023,capture_023_003,3,1,927.4340209960938,409.2012939453125,936.5477359170168,418.21529235922554,9.11371492092303,9.013998413913043,12.81842295549191,0.2339381138430111
training,capture_023,pose_023,capture_023_003,3,2,977.1676635742188,343.8748779296875,989.3257234183479,353.48908276313745,12.158059844129184,9.614204833449946,15.50004366938877,0.20914318150126032
training,capture_023,pose_023,capture_023_003,3,3,1038.762939453125,452.48614501953125,1048.1109109801816,468.70795850949827,9.347971527056643,16.22181348996702,18.722494614071536,0.19398524102693876
training,capture_023,pose_023,capture_023_003,5,0,1112.55908203125,311.5806579589844,1127.862925864058,324.9028001885367,15.30384383280807,13.322142229552298,20.29007416554701,0.21369810443426246
training,capture_023,pose_023,capture_023_003,5,1,1180.6041259765625,415.1749267578125,1195.876355372819,435.2958399428759,15.272229396256535,20.120913185063387,25.260485706588064,0.19854016395994087
training,capture_023,pose_023,capture_023_003,5,2,1071.71142578125,436.022705078125,1080.3626343638803,454.56476992215516,8.651208582630261,18.542064844030165,20.460976971307964,0.19109381111140322
training,capture_023,pose_023,capture_023_003,5,3,1008.1903686523438,327.33221435546875,1018.3830838544075,338.7700654008618,10.19271520206371,11.437851045393074,15.320439932553507,0.20625175158572484
training,capture_024,pose_024,capture_024_003,1,0,1147.0,699.0,1145.477918715978,712.5207515602078,-1.5220812840220788,13.520751560207827,13.606155011171698,0.2881535993071766
training,capture_024,pose_024,capture_024_003,1,1,1083.401611328125,691.6649169921875,1081.7580442252952,701.5795444904677,-1.6435671028298202,9.914627498280197,10.04993289784356,0.2757997320296748
training,capture_024,pose_024,capture_024_003,1,2,1167.5531005859375,654.9415893554688,1166.3627595251933,665.9033674139632,-1.190341060744231,10.961778058494474,11.026218302055542,0.25613581498425686
training,capture_024,pose_024,capture_024_003,1,3,1229.0,665.0,1230.856544210536,679.2874458046522,1.856544210535958,14.28744580465218,14.407562737206726,0.26848968226175873
training,capture_024,pose_024,capture_024_003,3,0,1068.3580322265625,673.0065307617188,1064.7784544866254,683.2612912567961,-3.579577739937122,10.254760495077335,10.861560182941128,0.2769061588535514
training,capture_024,pose_024,capture_024_003,3,1,1033.87646484375,585.12060546875,1032.5818728346435,592.2369751294907,-1.294592009106509,7.116369660740702,7.233165670600471,0.2958985870743133
training,capture_024,pose_024,capture_024_003,3,2,1105.6124267578125,543.8435668945312,1107.5301099543638,551.3729883486878,1.917683196551252,7.529421454156591,7.769793837461106,0.2762346700288954
